State,State_shap,International plan,International plan_shap,Voice mail plan,Voice mail plan_shap,Number vmail messages,Number vmail messages_shap,Total day minutes,Total day minutes_shap,Total day calls,Total day calls_shap,Total day charge,Total day charge_shap,Total eve minutes,Total eve minutes_shap,Total eve calls,Total eve calls_shap,Total eve charge,Total eve charge_shap,Total night minutes,Total night minutes_shap,Total night calls,Total night calls_shap,Total night charge,Total night charge_shap,Total intl minutes,Total intl minutes_shap,Total intl calls,Total intl calls_shap,Total intl charge,Total intl charge_shap,Customer service calls,Customer service calls_shap,base_value,shap_sum,prediction_logit,prediction_proba,Churn
21,0.1971370754390955,0,-0.6216115833027288,0,0.2501440586009994,0,-0.041726534571498636,223.2,0.39479330425150694,76,-0.6969589558953885,37.94,0.0,214.4,-0.42043184449430554,131,-0.15634277381934225,18.22,-0.008535461574792862,154.4,-0.43307429227163086,80,0.08109775791643187,6.95,-0.36042583152186125,10.1,-0.05513408110360615,2,0.7858298503491096,2.73,0.0,3,-0.3866976781422272,-4.702165583070394,-1.4719369901402382,-6.174102573210632,0.002078345609960431,False
23,0.5040973169566132,0,-0.1988915550056845,1,-4.368377132243477,21,-0.2811847780714743,315.6,4.711821874426678,105,0.2162981178384507,53.65,0.0,208.9,0.8984699749341235,71,0.3138398597482592,17.76,-0.011819828506559134,260.1,0.8492100471816957,123,0.5068409419746603,11.7,-0.05647833259310573,12.1,0.026829674418549984,3,0.16386351025663315,3.27,0.0,3,-0.1938258841377683,-4.702165583070394,3.080693807177595,-1.6214717758927986,0.16500199431071447,False
16,-0.5456538478969014,0,-0.7825531834177673,0,0.1874000251630787,0,-0.14002484193071724,189.8,-1.1510781073151157,111,-0.6896915881935274,32.27,0.0,197.3,-0.24328145012725144,101,-0.30283591138664634,16.77,0.0012897954974323512,234.5,0.04646963411185425,111,0.10100347390864045,10.55,-0.32069939319975677,14.9,0.2089490185212344,3,0.18165633462835104,4.02,0.0,2,-0.5386028329469263,-4.702165583070394,-3.9876528745840183,-8.689818457654411,0.00016826225836236947,False
31,0.7018759321523248,0,-0.021240305558312685,1,-0.6907016531017143,29,0.6260074060410261,155.4,-0.4702434590435587,110,-0.40582945905043744,26.42,0.0,188.5,0.42715072580147534,104,0.04455242802388966,16.02,-0.03498269371688366,254.9,0.8270094798522769,118,1.4650545711512677,11.47,-0.09788199856411665,8.0,0.2895877814735286,4,0.17714131098939107,2.16,0.0,3,-0.43902628519106657,-4.702165583070394,2.39847378125909,-2.3036918018113037,0.09081766877067755,False
48,-0.04137629615986953,0,-0.1427738959621638,0,0.21713036423549056,0,-0.0397189844911918,154.2,-1.0457835814426653,91,-0.17015403807163237,26.21,0.0,268.6,-2.4064495493704454,108,0.23101591370999813,22.83,-0.004368258835747838,188.8,-0.11783975938014919,99,-0.41131187015678733,8.5,-0.003078889367170632,10.9,-0.14645544251485262,4,0.08777868072036654,2.94,0.0,6,4.533425679046195,-4.702165583070394,0.5400400719593739,-4.16212551111102,0.015335576418649738,False
2,-0.32984117839718236,0,-0.13693329081172123,0,0.184948677016655,0,-0.0010116020310670137,178.8,-0.5906484807142988,94,-0.39276395181659607,30.4,0.0,178.4,0.1597234880574979,97,-0.3698563950136304,15.16,-0.024422859847545622,169.2,-0.07748016484430992,77,0.010030914726667107,7.61,-0.2006578690279275,7.5,-0.05971379021299072,3,0.2813823393243365,2.03,0.0,1,-0.3719522173935548,-4.702165583070394,-1.9191963809856682,-6.621361964056062,0.0013298452534085564,False
47,0.10086743871215731,0,-0.14726946329697965,0,0.31609216119162736,0,0.0282987726572901,149.3,-2.011723598879762,104,0.05612247844459489,25.38,0.0,273.6,0.06759105058386922,75,0.015341770984232426,23.26,-0.008535461574792862,206.6,0.16098819369915873,72,-0.04255150674842298,9.3,0.35260695580858736,9.1,-0.2849819634552114,4,-0.015764163709245622,2.46,0.0,0,-0.15073820346966385,-4.702165583070394,-1.563655539052561,-6.265821122122954,0.0018965487884657602,False
13,-0.26654697872232647,1,1.5224003246380016,1,-0.2846115244715475,32,0.47698463334701957,94.7,-0.26428285277215763,111,-0.5682060967612779,16.1,0.0,154.4,-0.5900348243524786,98,-0.23063270126935095,13.12,-0.006391383348964155,200.4,-0.0723525165335741,109,0.1726667313557118,9.02,0.02263696962967515,10.6,-0.4027105792751536,6,-1.2104765695083188,2.86,0.0,2,-0.7473925711435732,-4.702165583070394,-2.4489499391883145,-7.151115522258708,0.0007833748787989608,False
45,0.5664058696571738,0,-0.6120740975160152,0,0.3194904246367514,0,-0.08664904126897455,222.8,1.018188646370545,101,0.03897051743464544,37.88,0.0,203.0,0.025956028113141655,128,0.19070319404359906,17.26,-0.006295462865382433,210.6,-0.08347391713876277,106,-0.2600859449151903,9.48,0.29016347976401446,6.9,-0.5318588589609134,2,0.6156938949320465,1.86,0.0,2,-0.6635199101525359,-4.702165583070394,0.8216148221341427,-3.880550760936251,0.02022208190313657,False
49,-0.42995583710027857,1,5.334404844497331,0,0.42988109836354854,0,0.05336114555597305,249.9,2.1692606689804235,95,-0.1572594818205107,42.48,0.0,242.5,0.5642553199455143,104,-0.058247513365931806,20.61,-0.01749907650053501,151.7,-0.682759678773582,121,-0.0823067761794664,6.83,-0.08454636082053185,15.3,5.328736154864309,6,-0.40965542206540706,4.13,0.0,1,-0.12902657619910315,-4.702165583070394,11.828642509381753,7.126476926311359,0.9991970998106954,True
44,0.3769014770735521,0,-0.03582038701511919,1,-0.46067447145469487,36,0.5252712912042625,87.2,3.128220031297533,92,-0.36722575562074783,14.82,0.0,169.3,1.0860318681970238,110,0.4947610462550074,14.39,-1.8861321732401847e-05,166.7,0.08287463620858034,80,-0.5399063197523355,7.5,0.02891386251663789,10.9,-0.06605126900307369,5,0.033057240520138295,2.94,0.0,6,8.564145530156093,-4.702165583070394,12.850479919261126,8.148314336190733,0.9997108611446366,True
31,0.23300437364261598,0,-0.6775310665578581,0,0.2879731482639909,0,-0.05776653996668756,224.8,0.8986758614750578,111,-0.47623963198566344,38.22,0.0,190.0,-0.36364704273582904,101,-0.38675057600950824,16.15,-0.009489535093307496,221.4,0.06293217380531133,110,-0.1316335876355879,9.96,0.19370581910014154,9.2,-0.2893649630015716,2,0.7472736392519437,2.48,0.0,1,-0.08360838500782847,-4.702165583070394,-0.05246631245478067,-4.754631895525175,0.008538185705997224,False
25,0.6756395087088458,0,-0.1681245645415038,1,-1.6482693050149828,39,0.7373149096034467,261.2,0.3999520144192502,122,0.21895077579072678,44.4,0.0,214.2,0.6173536522896029,101,-0.4733464154647663,18.21,-0.007415462210774422,154.9,-0.4949581316928379,101,-0.0007239252887666225,6.97,-0.11250951285474002,12.7,-0.11245860613300465,5,0.037866878947243096,3.43,0.0,2,-0.16285952332662418,-4.702165583070394,-0.4935877067688854,-5.1957532898392795,0.00550951852460772,False
21,0.20275892847566865,0,-0.6767346840258688,1,-0.5040722531697247,26,-0.6456557358521968,196.5,-0.3443808861193247,98,-0.018557942164479754,33.41,0.0,175.8,0.45278505713911726,111,0.24057188890874387,14.94,-0.04368795163929463,221.8,-0.07151350181840826,124,0.622046561462339,9.98,0.11329040215408895,13.4,1.1760826571658254,5,0.029068898221012204,3.62,0.0,0,-0.11974308557575569,-4.702165583070394,0.4122583531617418,-4.289907229908652,0.013520876963436696,False
32,0.012707709263486322,1,1.2547782869264483,0,0.18105460728518666,0,-0.02383316445630044,167.3,0.7318236598314252,119,-0.1901367878925521,28.44,0.0,198.5,0.4461765971779823,119,-0.22375296131009237,16.87,-0.010694477129727603,133.1,-0.4351807690167334,88,-0.07751843489473685,5.99,0.14342909594066441,11.0,-0.42176640778430735,6,-1.1817350685189012,2.97,0.0,1,-0.39309282023459674,-4.702165583070394,-0.1877409348127544,-4.889906517883148,0.007465965694477591,False
43,0.140886387253413,0,-0.11470334814774105,0,0.21711090415716172,0,-0.11788369967602193,109.6,0.32910536919021977,88,-0.20050262134405783,18.63,0.0,137.6,-1.109330165986903,108,0.5835882648220285,11.7,0.1745645188074559,159.7,-0.6218578789499588,121,0.3081676455389243,7.19,0.06854965147795156,11.0,-0.14785524771315978,5,0.08480578052578494,2.97,0.0,2,-0.8452406458475161,-4.702165583070394,-1.2505950858924189,-5.952760668962813,0.0025919210634565725,False
18,0.23184613586141495,0,-0.11813946994021535,1,-3.451480262465775,30,0.187919240007177,276.6,2.683633003314026,99,-0.010136661598226055,47.02,0.0,220.1,0.8679231449519285,113,0.11197661012178287,18.71,-0.011134718391112984,177.9,0.02805620969389565,95,0.004148809160105884,8.01,0.3088080116920173,9.8,-0.7126930040167645,6,0.03905387521954253,2.65,0.0,2,-0.2714734488260001,-4.702165583070394,-0.11169252521620329,-4.813858108286597,0.008051137994948488,False
42,-0.19363735895371065,0,-0.6511229001358152,1,-0.9301251018664334,35,0.2702880831121001,186.8,-0.2726599870133214,124,-0.30784290354175026,31.76,0.0,261.0,0.813409857932711,69,0.13378728575073182,22.19,0.0024097948428243397,317.8,0.0701493987365393,103,-0.21422827268019318,14.3,-0.11795936148613691,15.0,0.3604700275871437,5,0.01212877094047144,4.05,0.0,0,-0.495390662207501,-4.702165583070394,-1.52032332898234,-6.222488912052734,0.0019803706669889692,False
48,-0.5533986888278741,1,1.3892025472922251,1,-0.3564773594494909,28,-0.15422223785892128,126.9,2.296820489964448,97,-0.3894169476837851,21.57,0.0,166.9,0.732462939316174,102,-0.09685787453083322,14.19,-0.01592390323523432,145.2,0.09539973849081435,77,0.00969571718480438,6.53,0.05446682837908156,8.8,-0.4920243031706195,3,-0.28030285219661893,2.38,0.0,5,9.23264104775968,-4.702165583070394,11.47206514143385,6.7698995583634565,0.9988535060241539,True
26,0.40734056241810324,0,-0.08698748980648816,0,0.27281739821308293,0,-0.009292299570515751,169.4,-0.8361109759984537,107,-0.24173063770576847,28.8,0.0,197.2,0.035072626825422046,71,0.5587164536351338,16.76,-0.008535461574792862,202.2,0.3498540555336513,79,0.32172532471595333,9.1,0.391230419613421,10.7,0.21194627015152945,4,0.054454929516650735,2.89,0.0,1,-0.28227346067549663,-4.702165583070394,1.138227715291432,-3.5639378677789617,0.02754673856880657,False
28,0.27919743813108655,1,0.7128991268994287,0,0.2431147666979814,0,0.0382751119369641,219.1,-0.5458180893596727,100,0.23179010282619855,37.25,0.0,242.9,0.08681785010267049,90,-0.14232726624701172,20.65,-0.009574477765709162,168.9,-0.038622645020950586,101,-4.780444549396634e-05,7.6,0.0761794225173071,10.1,-0.8652107477909885,4,-1.1383323128474876,2.73,0.0,2,-0.37964963489910586,-4.702165583070394,-1.451309159264783,-6.1534747423351766,0.0021215707034835203,False
48,-0.431990164546296,0,-0.1227246204786934,1,-1.669422591002658,27,0.12397667662473395,241.7,1.557053157291375,87,0.11124231887049973,41.09,0.0,142.0,-1.1903782617219258,101,-0.23989611455705018,12.07,0.21914217267651112,288.9,0.84173176308861,68,-0.17570732542895712,13.0,0.10489851971622556,9.4,-0.0008467581542208791,4,0.02358893904136494,2.54,0.0,1,-0.3068381373467855,-4.702165583070394,-1.1561704259272667,-5.858336008997661,0.0028478586144228503,False
24,0.26340390909725103,0,-0.12621206001844257,1,-2.2564736332464963,22,-0.3041067964490503,281.1,4.1748264865926465,83,0.7151960454473738,47.79,0.0,143.7,-1.4003333092015238,130,0.028823519675061107,12.21,0.08062683017924428,239.4,0.7948293436411769,128,0.47162707512499763,10.77,-0.1004476895648986,11.2,0.06838895176071674,9,-0.8906670464924537,3.02,0.0,1,-0.2336919710948132,-4.702165583070394,1.2857896554507895,-3.416375927619604,0.031787577854040426,False
3,-0.01628968974604504,1,2.115564246843569,1,-1.516760705250781,45,-0.15243851559702307,281.1,3.887764374099206,88,-0.36803762569557874,47.79,0.0,198.0,-0.09361057475500274,103,-0.059986727847717705,16.83,-0.011544623817317188,94.3,-1.761023714474868,76,0.2716388118371833,4.24,-0.17520270505920052,7.5,-0.5523613840766484,3,-0.3774201225093566,2.03,0.0,0,-0.022382802618667482,-4.702165583070394,1.167908241331752,-3.5342573417386416,0.02835306565936996,False
46,0.01121606565080583,0,-0.7144179289136082,0,0.28922899609431624,0,-0.0398069727839902,137.8,-1.8523111486202106,86,0.30140658662421627,23.43,0.0,286.3,-0.17040587736060842,76,-0.1737325734971091,24.34,-0.005418217703700066,167.0,0.10095493219792843,77,-0.2160693014494609,7.52,-0.16355942743830382,14.1,1.3175731550494674,3,0.09721128875855356,3.81,0.0,2,-0.48837247452232985,-4.702165583070394,-1.7065028979140333,-6.408668480984427,0.0016445074827900284,False
45,-0.08612908152543242,1,5.822799030188471,0,0.18411534805607516,0,-0.04354020521044731,148.5,-0.5289860859455076,126,0.3776662241667509,25.25,0.0,219.4,0.022420283714309333,125,-0.4452900861133821,18.65,-0.016379077155143022,198.5,0.011830853992141782,121,-0.04861744575668126,8.93,-0.027040198631584644,14.5,5.534202251674142,7,-0.5592674802732653,3.92,0.0,1,-0.18349691266426815,-4.702165583070394,10.014287418516178,5.312121835445784,0.9950927479978368,True
29,0.8431416606515996,0,-0.07883891661651432,0,0.21531433071941136,0,-0.05328369087073952,194.0,-0.9768538040062412,118,-0.3833731023746077,32.98,0.0,242.0,0.26937439034925775,114,0.5268356223055162,20.57,-0.006295462865382433,146.3,0.35782350369961935,108,0.3740000068861991,6.58,0.15477341688238083,12.1,0.35416379186557606,4,0.14826797499787062,3.27,0.0,1,-0.06495709082810208,-4.702165583070394,1.6800926307958435,-3.0220729522745504,0.0464385935826257,False
47,0.29817229168809717,0,-0.08469707267358899,1,-0.4721952977601904,41,0.8094869365636259,130.9,-0.24038625846849754,115,-0.8420446496363729,22.25,0.0,203.4,0.4564839347591624,110,0.7090518989018164,17.29,-0.01218582984060049,171.7,0.14958297590725123,68,-1.298763106422266,7.73,-0.15617066740524024,12.4,0.06179512013099156,4,0.014954913519322871,3.35,0.0,1,-0.4924621754838154,-4.702165583070394,-1.0993769862203044,-5.801542569290698,0.003013777819407206,False
32,0.29406750090187417,0,-0.6212678582500666,0,0.22716448949300683,0,-0.07256231767474673,185.3,-0.5797740825545042,127,0.5793266929150559,31.5,0.0,208.0,0.7568663252727128,73,0.3811064850934781,17.68,-0.04049387941136956,206.1,0.0707370929553872,124,0.26667069974704644,9.27,0.14574977197684347,15.1,0.47063506679493,3,0.13514477995689958,4.08,0.0,1,-0.25707070079399275,-4.702165583070394,1.7563000664225545,-2.945865516647839,0.0499322829515258,False
9,-0.772763479653222,0,-0.21215828989632426,0,0.22667932245880365,0,-0.037310316963121294,119.1,-1.725224390013609,117,-0.47246632756898177,20.25,0.0,287.7,0.2765381267271005,136,0.10579383368371055,24.45,-0.0031782189942896368,223.0,-0.33449528614059093,100,-0.1397937935567461,10.04,0.00940124592743814,12.2,0.0534036028990522,4,0.12185127984033897,3.29,0.0,0,-0.3462945952801965,-4.702165583070394,-3.2500172865306376,-7.952182869601032,0.0003517694034450176,False
40,0.29132899116069894,0,-0.007320562256500125,0,1.099388784011826,0,-0.05330057656392455,322.5,9.562151256499346,106,0.5486769501079106,54.83,0.0,204.6,0.15686988936329727,93,-0.4114788419986144,17.39,-0.015185183882713317,186.2,-0.2796033214195631,128,0.12011684500961564,8.38,-0.18464693060144782,9.4,-0.2989817746146582,4,0.15918397167231887,2.54,0.0,2,-0.5251103647379205,-4.702165583070394,10.162089131749674,5.4599235486792805,0.9957641379058567,True
15,-0.3560006843088195,0,-0.1120602811826393,0,0.2062519952794537,0,0.02336261878721416,216.2,-0.4158449727389961,107,-0.2902444570127409,36.75,0.0,215.6,0.2960375903500244,84,-0.14620855517452583,18.33,-0.04161387875676155,138.4,-1.2548896233271807,127,0.3681428141496144,6.23,-0.09173965283669532,10.2,0.5469125589635223,3,0.14254145765677095,2.75,0.0,0,-0.05453325283247978,-4.702165583070394,-1.1798863229842391,-5.882051906054633,0.0027812993166688596,False
9,-0.630218117798504,0,-0.12962872832082212,1,-3.8497347317077217,51,0.47311446761945264,283.9,3.467004597177729,98,-0.4186929782514926,48.26,0.0,192.0,-0.3757030331203714,109,0.19950005494058132,16.32,-0.023371748398058115,196.3,-0.1678290799318347,85,-0.6077129558171146,8.83,-0.05833140825852752,10.0,-0.6999880149459932,4,0.03701934679178521,2.7,0.0,1,-0.23522698770742864,-4.702165583070394,-3.019799317728321,-7.721964900798715,0.0004427931654806879,False
28,0.2883179351114086,0,-0.031590983336791396,1,-0.84618218836491,31,0.2868510770890862,125.9,-0.5210431802109815,101,0.0944155034609139,21.4,0.0,196.4,0.11512479667551816,102,-0.40794596247840675,16.69,-0.01571760213933885,252.7,0.4130025641177781,75,-0.4273042279551737,11.37,-0.04795629155822098,10.3,0.6736373949120753,4,0.1309545470797457,2.78,0.0,1,-0.389509888808243,-4.702165583070394,-0.6849465064055402,-5.387112089475934,0.004554330127686549,False
19,0.1413541589549277,1,2.155096819619648,0,0.15002292114309967,0,-0.07141514849383385,199.6,-0.6336953661357984,89,-0.41200754341320134,33.93,0.0,211.4,-0.3408477990445681,96,-0.2708770975610241,17.97,-0.014344845395535231,72.4,-1.4650405346951447,84,-0.17176047003827988,3.26,-0.023633745890110733,11.0,-0.6133614473079797,4,-1.2149168835021555,2.97,0.0,3,-0.0351805904856883,-4.702165583070394,-2.820607572245644,-7.522773155316038,0.0005403391065223708,True
24,0.13611019432079047,0,-0.1271225009020418,1,-1.3012188070546835,24,-0.6181466123275459,212.7,0.8250093024538364,73,-0.8950420852511889,36.16,0.0,257.5,0.44350811041949784,103,-0.2029516223887913,21.89,-0.04161387875676155,227.8,-0.023487336519174278,119,0.32140210197423585,10.25,-0.14206960841082036,9.7,-0.6357380774850026,13,-1.6593743849778548,2.62,0.0,2,-0.20187885386869311,-4.702165583070394,-4.122614058774197,-8.82477964184459,0.0001470222422371542,False
50,-0.42849110957846276,0,-0.7535052676126361,0,0.19167701854021288,0,-0.1502746899984777,183.6,-0.5058941538550425,133,0.5699407972837798,31.21,0.0,120.7,-1.1661755744344555,98,-0.1885296756681055,10.26,0.09863993790000677,215.1,-0.0024536502570845185,112,-0.08706053218687884,9.68,-0.05383839442336466,12.7,-0.7038223915058188,2,0.6775053753936663,3.43,0.0,1,-0.47721006695879625,-4.702165583070394,-2.9794923773614572,-7.681657960431851,0.0004609969810421081,False
4,0.017767110550776125,0,-0.6542635391559452,1,-0.4448889172275085,38,1.4659293255535886,163.6,0.46307128554210064,132,1.1753818124136888,27.81,0.0,146.7,-1.1604517022892833,113,-0.012631724651437254,12.47,0.04080285544972867,345.8,-0.008335576833342202,115,0.04924620940815658,15.56,-0.12872991823591293,13.1,-0.158622606578283,3,0.13984528489876538,3.54,0.0,3,-0.10868438912555575,-4.702165583070394,0.675435509719537,-4.026730073350857,0.017520117538715747,False
29,0.7211582665829337,1,0.5354012848204002,0,0.2746359024738194,0,0.03836263788631186,180.9,-0.5152565377531573,114,-0.16003720631822943,30.75,0.0,209.5,1.303181474681478,118,-0.04853948100702837,17.81,-0.006437260187231004,249.9,0.6039499614859233,105,-0.09506945565342903,11.25,-0.02158087643329054,7.4,-0.504747038622154,4,-1.1443152257148177,2.0,0.0,2,-0.5549902838934213,-4.702165583070394,0.4257161623481083,-4.276449420722285,0.013701558251349636,False
13,-0.5386509907621075,0,-0.17613500303123147,1,-3.031687543019652,33,0.3183099262230098,270.8,1.3130612031766213,96,-0.2346725352370413,46.04,0.0,220.4,0.4223912973178085,110,0.05646958542987704,18.73,-0.0053602898586541416,169.9,-0.024548634770617354,104,-0.012028281343518757,7.65,0.1952711560158059,11.8,-0.03870123360306024,8,-0.8063628147006966,3.19,0.0,4,1.457395033154171,-4.702165583070394,-1.1052491250092862,-5.80741470807968,0.002996185225853921,False
46,0.5564121486624936,0,-0.6731955946516246,0,0.24129997959011235,0,0.01411767243873328,178.4,-0.7639592866995372,72,-0.16202701933914795,30.33,0.0,233.6,-0.6796659777150489,134,-0.1814879988017492,19.86,-0.008535461574792862,179.4,0.04050700330059044,91,-0.26593223470263183,8.07,-0.13399022839264943,12.0,0.16988384606316687,2,0.7530517936754041,3.24,0.0,0,-0.0708819595258683,-4.702165583070394,-1.16440331767255,-5.866568900742943,0.0028245747065012198,False
24,0.14246477390872314,1,2.4483230353798717,0,0.2899290119484067,0,0.024282982097938655,244.8,1.6885161631996743,91,-0.17303895038436168,41.62,0.0,60.8,-1.63289012350142,105,-0.06269063224550336,5.17,0.06762270684819668,176.7,-0.16050050078658387,110,-0.09618154814234003,7.95,0.0814580711175222,10.7,-0.30737317122519014,3,-0.47726533791515974,2.89,0.0,2,-0.5749011334893294,-4.702165583070394,1.2577553468104448,-3.444410236259949,0.030935996001298226,False
45,0.7925519551988691,0,-0.05993623046204448,1,-0.9732474705576897,32,0.8777216666482854,209.9,0.298209117782535,113,-0.3003271005465649,35.68,0.0,249.8,1.6113819173636148,104,0.1999999959208071,21.23,-0.01218582984060049,224.2,0.2783121930155903,92,-0.42014677573693915,10.09,0.10140145825222134,8.7,0.3106682280637324,7,-0.33507194827310743,2.35,0.0,1,-0.1077568164980039,-4.702165583070394,2.2615743603307057,-2.440591222739688,0.08012932314453684,False
46,0.5456102670007386,0,-0.6663439989462495,0,0.27365140782669184,0,0.08104625910054893,213.0,1.1752248345781118,95,-0.04854617016389966,36.21,0.0,188.8,0.2183359154453501,104,-0.09500013809651137,16.05,-0.024422859847545622,136.2,-1.3319035873410758,89,-0.23798555250046774,6.13,-0.17418063178192825,13.5,1.2043321393575752,3,0.1986266077379696,3.65,0.0,0,0.4290080010751262,-4.702165583070394,1.5474524934444345,-3.154713089625959,0.04090597048397674,False
25,0.44789635660126803,0,-0.7838763030804694,0,0.2748952894716058,0,-0.05017987217754125,144.8,-0.8873985013226047,107,-0.2617024599568685,24.62,0.0,112.5,-1.1420412969961762,66,0.03901667125988752,9.56,0.07079172680154443,218.7,-0.1391318750102073,79,0.4075115873874165,9.84,0.20001725280249957,13.8,0.9633491463633255,3,0.0811637979093939,3.73,0.0,1,-0.5444578603329137,-4.702165583070394,-1.3241463402798401,-6.026311923350233,0.002408566804230245,False
17,-0.21372110980650177,0,-0.030676481721457094,0,0.18707655642763713,0,-0.1021107974741608,135.4,-0.6612171480292455,134,1.804309305001516,23.02,0.0,205.9,1.0019353017956019,85,-0.07092148929834366,17.5,-0.007415462210774422,204.0,0.2317367911664769,103,-0.3506423246278427,9.18,0.1737163635203615,7.9,0.07056256684707478,4,0.12163166093407199,2.13,0.0,1,-0.41606182829244065,-4.702165583070394,1.7382019042319736,-2.96396367883842,0.04908068319314145,False
49,-0.2875995736051118,0,-0.6842076716665179,0,0.2045484583231155,0,-0.002050213939510286,67.7,-0.1752886821096763,68,0.7458912130305544,11.51,0.0,195.7,0.18591023623477668,86,-0.40929167966824026,16.63,-0.03270121354609728,236.5,-0.058508607656694946,137,0.49187779585830865,10.64,-0.24010599622502923,12.0,-0.16549920844146981,2,0.6843030093365815,3.24,0.0,1,-0.4309829760529101,-4.702165583070394,-0.17370511012792106,-4.875870693198315,0.00757069661234467,False
7,0.13824236263957573,0,-0.6745458432706073,0,0.24978654734790326,0,-0.07924595340155065,224.4,1.2252308350475505,121,-0.3502253903681412,38.15,0.0,147.9,-1.1871258630626835,97,-0.2460445836209692,12.57,0.09015239785425365,183.8,0.14958850905182772,74,0.6782705884194001,8.27,-0.00502467761747539,6.7,0.26474435680080205,2,0.7475556706055068,1.81,0.0,2,-0.7635943335480988,-4.702165583070394,0.23776462287729383,-4.4644009601931,0.011380581017323699,False
12,-0.8441575630902662,0,-0.16701884786598384,0,0.25050491067580877,0,-0.09980797734111548,153.5,-1.9538926279218867,81,-0.1002262095711194,26.1,0.0,287.3,-0.11351824142271653,115,0.22293862389633431,24.42,-0.005418217703700066,230.2,-0.311887562898919,85,-0.35635516851209104,10.36,-0.09572433300316334,6.5,-0.6907539482240099,5,0.2414951033727266,1.76,0.0,2,-0.3320589932496659,-4.702165583070394,-4.355881052859767,-9.058046635930161,0.00011643666517264904,False
23,0.20414019660558552,0,-0.00912543823942542,1,-0.43544129051384517,28,0.27547289355425164,174.4,-0.0270314565859735,75,-0.6469574154348812,29.65,0.0,169.9,0.826547124935314,80,-0.06088314932771027,14.44,0.0876880394667387,201.6,0.025863995247054846,130,0.6060478509962559,9.07,-0.02001442479202524,11.0,0.02644037870923057,4,0.1359812101838179,2.97,0.0,1,-0.3411572703812271,-4.702165583070394,0.6475712444231613,-4.054594338647233,0.017046878221116512,False
46,0.14310740697721486,0,-0.5238187362719328,0,0.2117081405664794,0,0.0032682854123413565,153.8,-1.1196813052194192,89,-0.36769358814810404,26.15,0.0,234.0,-2.1782062182109803,89,-0.17501931834267453,19.89,-0.009138626465573906,196.3,-0.20737710467685247,77,-0.09658923290786334,8.83,0.16789760001935064,11.6,-0.1367045068880543,2,0.8438338813651353,3.13,0.0,4,3.68995818477124,-4.702165583070394,0.2455448619803069,-4.456620721090086,0.011468450580254511,False
0,-1.17013895785989,0,-0.07977426342433319,1,-0.3343180249875877,39,0.9949980240222067,175.7,-0.3000842020707205,93,-0.30509668794926253,29.87,0.0,187.2,0.07829587946180254,94,-0.3684366579027846,15.91,-0.04368795163929463,225.5,-0.2057346639619209,118,0.8445528116822243,10.15,-0.2861459985654801,8.6,-0.12857697196421214,3,0.22785825708182528,2.32,0.0,2,-0.45365946256555617,-4.702165583070394,-1.5299488706429838,-6.232114453713377,0.0019614371845171207,False
4,-0.13586895228450885,0,-0.11163218432106077,0,0.2004994272592012,0,-0.07549216901883483,155.9,-0.8255235217185691,123,0.028386890683323146,26.5,0.0,224.2,0.9483062647236511,112,-0.27520369392586874,19.06,-0.04161387875676155,221.0,-0.3602819077298045,116,0.4418236192967743,9.95,0.16062019747681916,8.6,0.23314525563677307,8,-1.5486332052573561,2.32,0.0,2,-0.5120966496970505,-4.702165583070394,-1.873564507633273,-6.575730090703667,0.001391848014191885,False
25,1.0406211233962677,0,-0.012183115044608712,1,-0.4202662079420406,34,0.4465270755626261,154.4,-0.45925327957607803,109,-0.19378877546347212,26.25,0.0,221.4,0.6054428102751263,142,0.1849875239166431,18.82,-0.006295462865382433,208.5,0.10059050761628896,103,0.07389898287598044,9.38,0.08018202467355877,10.3,0.6656879356189165,5,0.17823670126032085,2.78,0.0,0,-0.544138127246406,-4.702165583070394,1.7402497170577411,-2.9619158660126526,0.04917634654374714,False
2,0.6731242683390155,0,-0.04420816441299394,1,-0.5106165678706021,23,-0.5581011241883971,209.7,-0.4046212847030256,73,0.48309772641630844,35.65,0.0,183.6,0.053812258196994665,63,0.9048061707057059,15.61,-0.007208054922521114,205.5,0.06256334155797959,111,0.22404944834997878,9.25,0.107962446231395,7.1,-0.43894242913112974,3,0.10892256632680074,1.92,0.0,2,-0.4292410174990073,-4.702165583070394,0.22539958339650196,-4.4767659996738915,0.011242298411773426,False
31,0.1389560447074473,0,-0.6744353101495654,0,0.2744042842369527,0,-0.0846927908807993,212.1,0.9057805402786471,95,-0.39936254649190234,36.06,0.0,150.1,-1.6295012905355544,88,-0.19705174451926724,12.76,0.019177623735740782,219.8,-0.1967680233111605,111,-0.07757231815485284,9.89,0.22552184925181792,7.7,0.028988873260095714,2,0.6973179914965294,2.08,0.0,3,-0.3634484610031359,-4.702165583070394,-1.332685278079007,-6.034850861149401,0.0023881366679278536,False
31,0.5280947732282221,0,-0.7183650091476739,1,-0.6764640466601122,22,-0.5806151206395589,152.0,-1.3548092303518207,63,-0.7136583279952174,25.84,0.0,258.8,-0.20276270986534656,131,0.2158416269393638,22.0,0.0024097948428243397,263.2,0.4097153025353327,109,-0.03333735633641481,11.84,-0.22598066066391767,15.7,-0.22281244810204953,5,0.07998481442220509,4.24,0.0,2,-0.294329341732664,-4.702165583070394,-3.7870879395268275,-8.48925352259722,0.00020562443828786608,True
